66	446507					
66	376826					
66	545003					
67	644107					
67	647911					
67	436030					
67	385223					
67	463005					
67	539445					
67	639662					
67	650941					
67	531712					
67	596347					
67	513966					
67	584823					
68	433324					
68	455611					
68	408068					
68	287865					
68	230193					
68	410729					
68	549501					
68	701723					
68	605874					
68	619682					
68	480468					
68	290135					
69	208486					
69	261041					
69	290617					
69	224923					
69	212133					
69	190393					
69	235809					
69	161571					
69	175320					
69	160511					
69	142081					
69	270851					
69	251072					
70	253800					
70	140323					
70	107637					
70	126559					
70	190262					
70	248658					
70	290092					
70	175684					
70	206756					
70	216103					
70	226246					
70	212468					
71	160656					
71	130919					
71	88713					
71	53891					
71	254806					
71	331226					
71	363095					
71	290950					
71	170248					
71	118448					
71	75					
71	1					
